example_id,true_label,predicted_label,positive_probability,original_token_length,oov_rate,has_negation,text,manual_group,manual_explanation,reviewed_by
yelp:test:29330,0,1,0.9999929666519165,23,0.0,False,"Wow love the place and everything is very clean and new!\n\nGreat place to come and relax worth a try!\n\nCheers,\n\nEric Van Nguyen\nVisited April 2012",,,
yelp:test:30958,1,0,5.0548071158118546e-05,235,0.0,True,"Look, we all know Cox sucks. In fact they are a terrible business and their practices are laughable. However they are a necessary evil if you want Internet that isn't garbage that can handle streaming/gaming. The way they handle issues over the phone is worse than Comcast, and for all my east coast brothers/sisters you know what a serious accusation that is. It all started with shitty TV Service. My household went through 4 dvr boxes. 4. That all broke. All of them. 100's of hours of TV. Lost. Every. Single. Time. Their solution? Downgrade from contour. That's their genius solution. So my solution? Upgrade to Dish for TV. PROBLEM SOLVED. However they charged us $200 to disconnect claiming we were on a contract. Nope, disputed that. However to dispute it you have to literally mail a letter to corporate. In the mean time, they cut off my Internet service for pay bills AND THEN DOUBLE CHARGED ME FOR THE INTERNET. WHAT? EXCUSE ME? How does that even make sense? So, an angry phone call and 2 hours on hold, I get the Internet back on because I work from home and to refund the double charged service they have to send a check, via the mail, to a local store. Okay, cool. A week later, let's drive from San tan valley to Gilbert. Once we arrive , turns out the check wasn't mailed. In fact the person helping us via the phone wrote that checks can't be sent to the store, and put a future apology in the notes to us. Thanks Cox cock. So, if you made it this far, why do I give this store 5 stars? The Manager, Mario. That's why. The savior of my people. Stepped in. Saw the crap we went through and listened to my tale. With about 5 minutes of effort , he credited our account for $300. $200 for the bs fee , $50 for the double charge and another $50 just because he was sorry. That's customer service. That's being a great human. He's the man, and my opinion of Cox has changed. ALWAYS GO TO A COX STORE. ALWAYS! They know their stuff and actually care. They are not the call center idiots. They are true experts and will always get the job done. Thank you Mario at the Gilbert Cox Store. Thank you so much",,,
yelp:test:22807,1,0,5.738289110013284e-05,60,0.0,True,"EDIT: They really did change the service up since I last posted this.\n\nHorrible service.\n\nUsed to be my favorite pizza in the city (at a reasonable price), but I'm rethinking that. We just had an altercation with a server who refused to split a check when we were paying with cash. He then proceeded to disrespect the party at the table, telling us to 'not give him attitude about it.'\n\nSorry Bella Notte, but we're not children. I don't care if you're working hard - it doesn't give you any excuse to disrespect your paying customers like that.",,,
yelp:test:30793,1,0,7.339839794440195e-05,64,0.0,True,"This place is so much better since they changed owners.\n\nMy wife and I went when it was the old owners, it was terrible.  We waited forever and the food never came before we walked out.  People were served before us that walked in after and my wife actually got her soup before me and I sat and waited while they \""""made more\"""".\n\nIt was horrible.\n\nNow its much better.  The staff are very friendly, they treat their customers very well and I have nothing but positive things to now say about this place.  Its much better with the new owners.",,,
yelp:test:25701,0,1,0.9999197721481323,46,0.0,True,"I had both a red tinga as well as a chili verde gordita. I also enjoyed a large cup of the best Horchata in Las Vegas. Fresh and warm, the gorditas were filling and good.....but not great. Good for a quick stop, but there are much better options when looking for a full flavored, spicy, authentic gordita. The service was very friendly and the restaurant spotlessly clean, almost antiseptic.",,,
yelp:test:32713,1,0,0.00010079710773425177,42,0.0,True,"Food:  Exceptionally nice, a little pricey, but good.\n\nShopping:  I was a little underwhelmed by the grocery section - some of the things were grossly overpriced, and with the availability of so many foods on the internet there's no reason to be charging that much for marinara sauce!  I was a little disappointed that there weren't more local organic/farm foods (it was September, so there should have been more)",,,
yelp:test:20681,0,1,0.9998695850372314,2,0.0,False,Large variety,,,
yelp:test:23815,0,1,0.9998685121536255,129,0.015503875968992248,True,"This is the neighborhood Foodland that has the bare necessities needed to sustain a pantry or for when the next snowstorm of the century is a day away and you only have minutes to get TP, bread and milk. \n\nThe bakery here is tops, small selection, but really well made specialities. Huge brownies, iced and moist. They are easily 5 inch squares,  topped with things like Oreo cookies, nuts, sprinkles, and other yummy delights. The best thing I found is the individual pineapple upside-down cakes. Perfect for one person, these are just like the big ones, same buttery cake, same crunchy edges from the brown sugar melting as it bakes, and that almost candied pineapple that has bece one of my favorite desserts of all time.\n\nTry the foccacia dripping with evoo, fresh basil and tomatoes and mozzarella cheese, you'll never buy pizzeria pizza ever again. Take a few home and pop them in the oven and enjoy. \n\nI come here when I need the staples of the pantry like eggs, milk, even a pound of ground beef. The deli isn't the greatest but it will do in a pinch. Good rotisserie chickens too.",,,
yelp:test:12480,0,1,0.999866247177124,13,0.0,False,"my husband had an omelette that was good. i had a blt, a little on the small side for $10, but bacon was great. Our server was awesome!",,,
yelp:test:1560,0,1,0.9998302459716797,14,0.0,False,"Home of the incredible exploding burrito. This place is awesome if you want to wear your food. Actually, that might be better than eating it. :(",,,
yelp:test:30354,1,0,0.0002416446222923696,66,0.0,False,"Maize is good, but the hype has gotten out of hand. \nTheir burritos are average - I mean, they are above-average for this area, but in general they are just okay. Kind of loosely wrapped, which is disappointing.\nChips and salsa are good.\nTacos seem fairly standard.\nPerhaps the issue is that there is so much mediocre Mexican food around. I heard rave reviews about here, and have tried them a couple of times, but they are just good in my opinion. So, this is a local 4 (I'd rather have Huaraches) and if I'm judging it against legit Mexican in other areas of the country, it's probably a 3.",,,
yelp:test:19102,0,1,0.9997482895851135,3,0.0,False,Food is always good.,,,
yelp:test:31139,0,1,0.999663233757019,53,0.0,True,"Not the kind of food I expect or want to eat out of a truck in a parking lot.  To me, trucks are about burgers and tacos.  Some of the best versions I've had have come from trucks.  What I don't want is a bacon-wrapped date, fries, and a chicken cordon bleu hot pocket.\n\nHint to food trucks...  do one thing really well.  Don't be everything to everybody.  Do great hot dogs or burgers or doughnuts or ice cream or tacos, but not all of them.",,,
yelp:test:36001,1,0,0.0003442156594246626,21,0.0,False,"Good food, decent beer, terrible bar service. Girl with short blond hair behind bar was awful. I'm sure this places gets better with time. I'd come back!",,,
yelp:test:24111,1,0,0.0003906539350282401,50,0.04,True,"This review is for the pharmacy only.You do not need to be a member to use the pharmacy. I am a self paying user of generic Plavix...Cost for a 90 day supply is around is about $25. Contrast this to $45 at Walmart,and $200+ at both Target and Shopko. Price difference is unbelievable!! Begs the question of what price are health insurance carriers forced to pay!?? No wonder premiums are high should they be charged the 200-220 prices. It does pay to shop for prices..",,,
yelp:test:9438,1,0,0.0003929562517441809,18,0.0,True,"All they need to do is add a Forever 21, and then I will never have to go to ghetto Fiesta Mall or drive through god-awful traffic to the Chandler Mall!",,,
yelp:test:29494,1,0,0.00040477217407897115,202,0.01485148514851485,True,"UPDATED. \n\nMy initial very frustrated and dramatic review read as follows:\n\nBililng practices are at best negligent and at worst fraudulent.  \n\nI started going to the studio per a groupon.  I enjoyed the experience so much that I purchased a discounted 20 pack of classes.  When I purchased the classes, my credit card was charged.  However, the purchase didn't show up in my online account so I couldn't schedule classes.  I called The Studio and they told me that they'd credited the classes to another student but they did remedy the situation. \n\nFast forward about 6 months and I am reviewing my credit card statement.  Lo and behold a mysterious charge from the Studio shows up for $130.  I have not even been back there in months and certainly have not authorized any transactions to this business.  I am now disputing the charge via my credit card. \n\nThe yoga is great but all these terrible billing practices make it not worth your time in the long run.\n\nUpdates:\n\nAfter reading this, the studio owner went out of her way to contact me to try and correct the error.  She contacted me several times over a month and offered to resolve the issue in minutes if I called her.  I couldn't manage to find time to call her, but she refused to give up and tracked down my information and resolved the situation in a way that goes above and beyond what can be expected from a business owner.  I can certainly say that although I was frustrated by the two billing mixups, this business went out of its way to accomodate and help me, even when I couldn't go out of my way to try and correct the error.  I am thus updating my review to 4 stars- not quite 5 due to the initial errors- but they certainly get 5 for the way they managed this.  \n\nAlso, as previously mentioned, the yoga is great.",,,
yelp:test:21215,1,0,0.00042476170347072184,100,0.0,True,"Last night several parents came in with over 15 children to celebrate their 9 year olds 4th grade graduation at 9:15 pm. The bartender expressed that it was not a place to have children running around as it is against the law and a liability issue if anything were to happen to them on their premise. The children were running in and out of the bar while the parents continued to drink upstairs claiming to watch them in the open park way. After their third round of drinks the bartender told them they were no longer welcomed due to the fact the kids were unsupervised as well as the other customers had cleared out expressing \""""whether the bar was a childcare center\"""". One father even started swearing at her telling her it was none of her business what their children were doing. I am offended in that they completely took advantage of her, were rude, not to mention had their children with them at a bar at 10:00pm in the evening. I will say the bartender was very cordial and had mind to do the right thing.",,,
yelp:test:16460,0,1,0.9994630217552185,392,0.03316326530612245,True,"Do you come here often? This old line would definitely work here. Great for families or old marrieds looking to get out of the house and laugh-out-loud for a few hours. This place is a brightly colored, entertainingly, loud, home away from home, covered in unexpected but, laughtasticly humorous saying that creatively remind you of where you are.\n\nI have been here a few times in the past, with friends, unsually during the day (Day drinking, as their shirts say). So, the other Saturday night I decided to head over after some strenuous solo christmas shopping. Looking to relax, refuel, drink, flirt and..... (nevermind, it didn't happen anyways). I parked near the Greenfield side and walked up to what I thought was the main door. But, it was locked! The thought crossed my mind that they may be closed? But, the loud music led me around the corner to the chill-friendly security door check who informed me that they serve food until 2am and wished me a good time. As I made my way inside the place was pretty busy on the patio, with a live DJ, no seats left at the bar, and absolutley no one but staff on the inside, I guess that was their intention.\n\nI found a nice spot (with great viewing) on a corner table in the patio area, far too big for just myself, but who knows, the night was still young... Within seconds, my server was at my table taking my drink order and right back to take my food order (Ugh, I MUST have looked famished! Or he's just that good?) He was back over in a few minutes with my chips and salsa and appologized that the food would be taking longer than normal. I thanked him and told him it was no problem, as I was in no hurry. \n\nAs I waited I finally had a chance to really look around. I have to admit, I was quite surprised to see so many regular farmer, construction types had filled the place with their jealous polential wife types (just the feeling I got). It reminded me of my visits to the NW! I guess I'll have to make an appearance at this place more often! I felt like the best looking thing to happen to this place in awhile and I was totally cas in jeans and sneakers! It was a little surreal! Although the stinky eye lady glances in my general direction were getting a bit annoying (...remember, corner table seat.) I wanted to say: Ladies, PUHLEASE, I am NOT looking at your man! ...I am simply trying to lip read Joe Rogan's mouth for the details of the UFC fight. (the other best looking thing in the place, besides me. Yeah, it was one of THOSE nights) Sheesh! But, they would have never heard me over the DJ beats and the cornhole game happening in the walk way. \n\nJust then, my food arrived. Luckily, I had asked them to make it to go. I had read the handy yelp reviews on this Supergooeycheese chimi thingy and Man! This thing did not dissappoint! I dug right into it! Fully loaded and super flavorful! It has this amazing smelling/ tasting jalapeno cream sauce and ?lbs of cheese I asked the servicer, but I forgot (lost in the deliciousness) he smiled as he explained, knowing exactly what I was experiencing. It actually got better with every overloaded mouth full! Quarterway through I paused just long enough to realize I was already stuffed! But, by that time I was pretty much done with the discomfort of the corner seat with a 'greeat' view.\n\nOverall, a great place to take the fam to get out of the house for a nightlife atmosphere with generous sized portions of food and not have to dirty your own kitchen. Buuut, not the best place to go for a 'meeting' or a friendly conversation with strangers.",,,
yelp:test:10288,1,0,0.0005405927659012377,95,0.0,True,"I had dinner here last weekend, and decided to order the gnocchi since I had it at Bouchon in Yountville.  I thought it was either overcooked and or dry, so sent it back for another order since it was what I came here for.  The next order wasn't much better, and the waitress and manager apologized and comped me my dinner.  Even though I didn't like my food, I still give them 3 1/2 stars for trying to make it right and apologizing.  The other thing that was annoying was that we ordered bottled water, and they took it away from the table to keep it on ice.  Well the busboy or expediter kept coming over and pouring tap water from a pitcher into our glasses.  The waitress had to keep coming over and tell the busboy not too do that.The atmosphere is pleasant and my wife liked her mussels.  I will have to go back to Yountville to see if my taste buds were correct.  They insist that it is the same recipe.",,,
